date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-12-21,4.8,0.5,9.4,1,0,131,5,28.4,1023.5,0
2020-12-22,12,9.3,13.3,0.9,0,204,15.5,48.6,1019.3,0
2020-12-23,12.7,9.7,15,6,0,214,10.4,40.7,1015.7,0
2020-12-24,6.7,0.7,10,3.9,0,213,16.6,59.8,1012.3,51
2020-12-25,1,-2.5,2.6,1.2,0,302,14.4,35.3,1021.9,0
2020-12-26,-0.1,-3.2,3.1,0,0,195,6.1,20.5,1026.5,281
2020-12-27,0.3,-4,6.5,1.2,0,150,9.7,48.6,1001.7,2
2020-12-28,3.2,-0.1,4.7,2.7,0,165,10.4,51.1,983.2,0
2020-12-29,2.7,-0.8,4.4,1.5,0,194,11.5,48.6,993,51
2020-12-30,2.3,0.4,4.4,0.4,0,194,7.9,27.7,1005.8,44
2020-12-31,1.4,-1.6,3.4,0.4,0,168,5.8,27,1007.4,26
